City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,gubkinskiy,64.434,76.5026,-11.49,95,100,5.72,RU,1678106610
365,achalpur,21.2572,77.5086,30.17,23,94,0.96,IN,1678106610
366,gornozavodsk,58.3758,58.3211,-4.03,95,99,3.2,RU,1678106611
367,mena,51.5217,32.2157,1.65,44,100,5.31,UA,1678106611
368,kibuye,-2.0597,29.3482,26.16,52,85,1.64,RW,1678106612
369,shingu,33.7333,135.9833,7.01,56,0,3.03,JP,1678106232
370,ambulu,-8.345,113.6058,24.72,89,100,1.12,ID,1678106613
371,merida,20.9667,-89.6167,21.12,88,20,3.6,MX,1678106356
372,yeppoon,-23.1333,150.7333,23.88,81,11,4.24,AU,1678106613
373,yushu,44.8,126.5333,3.06,47,8,0.75,CN,1678106614
374,doha,25.2867,51.5333,33.17,33,0,3.6,QA,1678106773
375,roald,62.5833,6.1333,2.09,93,100,7.2,NO,1678106614
376,springbok,-29.6643,17.8865,24.38,28,11,4.26,ZA,1678106615
377,kargasok,59.0556,80.8572,-3.3,95,100,7.05,RU,1678106615
378,qaqortoq,60.7167,-46.0333,2.05,80,0,3.64,GL,1678106325
379,at-bashi,41.1702,75.8106,-4.73,82,100,0.88,KG,1678106616
380,port moresby,-9.4431,147.1797,25.35,86,100,2.59,PG,1678106814
381,chapais,49.7834,-74.8492,-13.12,92,82,5.02,CA,1678106616
382,malanje,-9.5402,16.341,30.67,41,69,1.4,AO,1678106617
383,munster,51.9624,7.6257,6.77,74,40,3.09,DE,1678106617
384,maniitsoq,65.4167,-52.9,-2.21,63,13,2.14,GL,1678106223
385,fortuna,40.5982,-124.1573,4.25,94,75,8.23,US,1678106816
386,ingham,42.6,-84.3833,1.21,93,100,5.14,US,1678106618
387,rio grande,-32.035,-52.0986,25.06,74,100,5.23,BR,1678106618
388,suez,29.9737,32.5263,23.99,28,0,5.7,EG,1678106619
389,koungou,-12.7336,45.2042,31.84,66,20,8.23,YT,1678106619
390,kuytun,54.3419,101.5036,-5.92,92,100,4.33,RU,1678106332
391,ishigaki,24.3448,124.1572,19.07,42,0,5.14,JP,1678106620
392,faanui,-16.4833,-151.75,26.42,78,100,1.22,PF,1678106817
393,qidong,31.8128,121.6561,13.29,68,89,5.02,CN,1678106621
394,copiapo,-27.3667,-70.3333,16.83,71,13,0.73,CL,1678106621
395,oulu,65.0124,25.4682,-6.55,72,0,1.03,FI,1678106621
396,nangong,37.3581,115.3744,16.53,15,0,3.05,CN,1678106622
397,inhambane,-23.865,35.3833,31.99,51,40,4.72,MZ,1678106819
398,ca mau,9.1769,105.15,24.51,68,24,3.12,VN,1678106622
399,along,28.1667,94.7667,18.69,67,63,0.86,IN,1678106623
400,samana,19.2056,-69.3369,20.12,100,20,0.0,DO,1678106623
401,kulhudhuffushi,6.6221,73.07,27.37,79,6,6.93,MV,1678106820
402,angoche,-16.2325,39.9086,28.32,77,50,1.62,MZ,1678106624
403,bourail,-21.5667,165.4833,23.65,84,9,2.34,NC,1678106625
404,high level,58.5169,-117.136,-34.94,75,0,2.06,CA,1678106234
405,petropavlovka,50.6114,105.3196,-7.65,93,44,1.75,RU,1678106625
406,baglan,36.1307,68.7083,21.97,29,21,2.08,AF,1678106626
407,mitsamiouli,-11.3847,43.2844,28.59,68,96,5.7,KM,1678106627
408,darnah,32.767,22.6367,16.49,62,2,8.37,LY,1678106627
409,moerai,-22.4333,-151.3333,27.49,82,85,10.87,PF,1678106628
410,shimoda,34.6667,138.95,10.5,75,0,1.19,JP,1678106628
411,hokitika,-42.7167,170.9667,12.16,84,6,2.56,NZ,1678106629
412,kahului,20.8947,-156.47,21.65,88,75,4.63,US,1678105998
413,teguldet,57.3064,88.1667,-3.96,93,100,3.99,RU,1678106630
414,karasjok,69.4719,25.5112,-14.11,91,6,0.9,NO,1678106630
415,dunda,-8.1167,34.25,28.02,50,100,2.62,TZ,1678106630
416,rosarito,32.3333,-117.0333,9.53,81,36,1.34,MX,1678106631
417,surman,32.7567,12.5716,21.83,16,100,4.91,LY,1678106631
418,gaoua,10.2992,-3.2508,39.17,7,83,3.42,BF,1678106632
419,zaragoza,41.6561,-0.8773,15.48,50,0,4.12,ES,1678106632
420,nemuro,43.3236,145.575,0.55,89,0,5.55,JP,1678106296
421,quatre cocos,-20.2078,57.7625,28.06,81,94,3.84,MU,1678106633
422,meiganga,6.5167,14.3,38.74,10,24,0.74,CM,1678106633
423,kalemie,-5.9475,29.1947,27.66,61,100,3.0,CD,1678106633
424,misratah,32.3754,15.0925,19.49,36,12,4.83,LY,1678106634
425,mitu,1.1983,-70.1733,24.02,93,100,1.08,CO,1678106634
426,izhmorskiy,56.194,86.6414,-4.06,85,100,6.61,RU,1678106635
427,litovko,49.2361,135.1742,-6.93,97,65,2.33,RU,1678106635
428,camana,-16.6228,-72.7111,23.37,81,100,1.54,PE,1678106636
429,port hedland,-20.3167,118.5667,30.03,84,40,4.63,AU,1678106636
430,muscat,23.6139,58.5922,27.01,50,0,2.2,OM,1678106160
431,wurzburg,49.7878,9.9361,5.72,85,100,5.3,DE,1678106433
432,chingirlau,51.095,54.0814,-1.78,96,100,1.49,KZ,1678106483
433,humaita,-7.5061,-63.0208,26.37,87,100,0.82,BR,1678106637
434,sayyan,15.1718,44.3244,20.92,19,5,6.05,YE,1678106638
435,dongobesh,-4.0667,35.3833,27.55,21,46,4.2,TZ,1678106638
436,istanbul,41.0351,28.9833,14.09,66,75,2.06,TR,1678106639
437,mangai,-4.05,19.5333,34.73,39,98,1.88,CD,1678106639
438,alice springs,-23.7,133.8833,31.23,40,68,4.12,AU,1678106640
439,aksarka,66.5606,67.7975,-24.04,100,100,0.74,RU,1678106640
440,biltine,14.5333,20.9167,37.59,6,18,5.83,TD,1678106641
441,yumen,40.2833,97.2,7.96,27,3,6.42,CN,1678106641
442,bere,9.3202,16.1552,42.39,5,73,2.6,TD,1678106641
443,penzance,50.1186,-5.5371,7.65,65,40,6.17,GB,1678106642
444,ambon,-3.6954,128.1814,24.08,100,40,2.06,ID,1678106251
445,itacare,-14.2775,-38.9967,26.6,82,26,1.11,BR,1678106643
446,novyy urgal,51.0736,132.5642,-12.75,95,82,1.71,RU,1678106644
447,doka,13.5167,35.7667,39.74,12,33,2.5,SD,1678106644
448,tateyama,34.9833,139.8667,10.54,76,4,2.66,JP,1678106831
449,saint-georges,12.0564,-61.7485,26.82,78,20,8.75,GD,1678106831
450,kaffrine,14.1059,-15.5508,36.45,10,100,3.44,SN,1678106645
451,verkh-usugli,52.7,115.1667,-10.92,88,100,0.76,RU,1678106645
452,kaspiyskiy,45.3929,47.3707,5.45,84,99,5.17,RU,1678106646
453,petrov val,50.1434,45.2096,1.6,61,100,4.24,RU,1678106647
454,harindanga,22.0383,88.3214,29.22,29,0,2.65,IN,1678106648
455,tubuala,9.5167,-79.0333,25.91,86,26,5.57,PA,1678106649
456,bonavista,48.6499,-53.1147,-3.06,90,91,2.88,CA,1678106539
457,kamaishi,39.2667,141.8833,5.09,67,0,2.76,JP,1678106269
458,clarence town,-32.5833,151.7833,26.64,52,4,1.4,AU,1678106649
459,beringovskiy,63.05,179.3167,-29.45,93,5,2.61,RU,1678106307
460,fairhope,30.523,-87.9033,18.71,96,75,2.57,US,1678106650
461,gorom-gorom,14.4439,-0.2361,39.34,6,7,6.87,BF,1678106651
462,strezhevoy,60.7333,77.5889,-3.87,96,100,5.04,RU,1678106652
463,namatanai,-3.6667,152.4333,26.35,82,100,0.78,PG,1678106652
464,sisimiut,66.9395,-53.6735,-2.19,69,39,2.33,GL,1678106653
465,jerusalen,-2.6936,-78.9323,10.9,97,100,1.51,EC,1678106654
466,marsabit,2.3284,37.9899,29.9,24,62,7.07,KE,1678106654
467,karratha,-20.7377,116.8463,30.02,70,0,2.44,AU,1678106654
468,vostok,46.4856,135.8833,-3.0,98,96,1.89,RU,1678106837
469,ugoofaaru,5.6667,73.0,27.26,79,23,6.84,MV,1678106655
470,kampene,-3.6,26.6667,35.34,34,28,1.79,CD,1678106656
471,jiancheng,30.391,104.5491,14.67,81,100,2.31,CN,1678106657
472,sambava,-14.2667,50.1667,28.31,75,100,3.23,MG,1678106657
473,plettenberg bay,-34.0527,23.3716,18.45,89,99,3.06,ZA,1678106268
474,abu samrah,35.3029,37.1841,15.83,51,4,12.46,SY,1678106658
475,guaxupe,-21.3053,-46.7128,23.73,83,75,2.05,BR,1678106658
476,anapskaya,44.89,37.38,7.13,36,0,6.0,RU,1678106659
477,sao jose da coroa grande,-8.8978,-35.1478,29.22,63,100,5.18,BR,1678106660
478,haimen,23.1935,116.6142,15.94,68,0,4.09,CN,1678106660
479,mlonggo,-6.5333,110.7,25.99,82,85,1.89,ID,1678106661
480,nabire,-3.3667,135.4833,24.21,90,100,0.68,ID,1678106361
481,nuuk,64.1835,-51.7216,3.34,48,20,2.06,GL,1678106453
482,saveh,35.0213,50.3566,24.68,20,8,9.8,IR,1678106662
483,husavik,66.0449,-17.3389,-5.26,66,100,5.56,IS,1678106662
484,chisinau,47.0056,28.8575,8.24,36,0,4.12,MD,1678106459
485,corinto,37.9407,22.9573,15.5,55,9,2.81,GR,1678106663
486,pankrushikha,53.8319,80.3406,-1.05,87,92,8.57,RU,1678106664
487,wamba,8.9333,8.6,40.29,20,45,3.71,NG,1678106664
488,kalmunai,7.4167,81.8167,25.82,84,4,4.12,LK,1678106255
489,ola,59.5833,151.2833,-20.48,94,100,2.07,RU,1678106279
490,emba,48.8264,58.1442,1.5,100,100,3.18,KZ,1678106665
491,sandane,61.7728,6.215,1.67,69,75,1.03,NO,1678106666
492,boca do acre,-8.7522,-67.3978,23.8,97,100,0.36,BR,1678106666
493,launceston,-41.45,147.1667,15.45,87,75,7.2,AU,1678106667
494,houma,29.5958,-90.7195,23.0,95,100,3.6,US,1678106667
495,sagua la grande,22.8067,-80.0756,21.55,67,1,3.67,CU,1678106668
496,katangli,51.7102,143.2326,-15.96,99,71,2.01,RU,1678106669
497,chany,55.3121,76.7647,-0.36,92,100,9.41,RU,1678106670
498,albury,-36.0833,146.9167,18.9,100,67,2.24,AU,1678106670
499,xilagani,40.9833,25.4167,14.38,66,2,4.87,GR,1678106672
500,zhuanghe,39.7008,122.9911,3.57,94,1,3.94,CN,1678106672
501,inta,66.0317,60.1659,-19.89,97,53,2.94,RU,1678106844
502,belmonte,-15.8631,-38.8828,28.17,71,86,3.39,BR,1678106673
503,adre,13.4667,22.2,35.29,7,1,2.36,TD,1678106673
504,katsuura,35.1333,140.3,10.23,83,19,4.0,JP,1678106845
505,sapa,5.1544,120.3241,26.59,83,58,4.98,PH,1678106674
506,sepuka,-4.75,34.5333,27.38,43,100,1.79,TZ,1678106675
507,camacha,33.0833,-16.3333,18.68,77,75,3.09,PT,1678106314
508,arazede,40.2863,-8.65,16.15,81,100,3.93,PT,1678106675
509,maragogi,-9.0122,-35.2225,29.53,62,99,5.49,BR,1678106476
510,alofi,-19.0595,-169.9187,27.94,83,100,4.63,NU,1678106676
511,north platte,41.1239,-100.7654,0.77,82,100,5.36,US,1678106677
512,totness,5.8833,-56.3167,27.14,70,83,3.61,SR,1678106677
513,ascension,30.2169,-90.9001,21.11,94,100,0.0,US,1678106677
514,manokwari,-0.8667,134.0833,25.78,83,100,2.8,ID,1678106848
515,syamzha,60.0158,41.0614,-5.87,89,100,1.98,RU,1678106678
516,san quintin,30.4833,-115.95,11.75,78,100,5.93,MX,1678106678
517,nhulunbuy,-12.2333,136.7667,28.34,78,100,7.72,AU,1678106679
518,korla,41.7597,86.1469,11.03,34,13,1.27,CN,1678106849
519,berdigestyakh,62.0989,126.6992,-17.04,99,100,1.38,RU,1678106679
520,barceloneta,18.4505,-66.5385,27.46,76,8,2.48,PR,1678106667
521,salinopolis,-0.6136,-47.3561,26.78,87,85,5.42,BR,1678106850
522,santa vitoria do palmar,-33.5189,-53.3681,24.8,54,47,4.28,BR,1678106630
523,robertsport,6.7533,-11.3686,27.48,76,98,4.54,LR,1678106850
524,tawau,4.2498,117.8871,26.07,85,22,3.44,MY,1678106681
525,the valley,18.217,-63.0578,26.01,78,75,5.14,AI,1678106035
526,vao,-22.6667,167.4833,24.88,70,100,7.68,NC,1678106682
527,bago,17.3367,96.4797,29.18,42,0,5.46,MM,1678106682
528,prince rupert,54.3161,-130.3201,-1.17,54,0,3.6,CA,1678106413
529,kozulka,50.0351,23.797,4.15,50,100,4.78,UA,1678106683
530,saint-pierre,-21.3393,55.4781,28.82,70,75,6.17,RE,1678106683
531,nelson bay,-32.7167,152.15,26.72,80,9,2.68,AU,1678106852
532,mamit,23.9333,92.4833,26.46,34,0,2.57,IN,1678106684
533,bairiki,1.3292,172.9752,27.0,89,20,2.57,KI,1678106684
534,acapulco,16.8634,-99.8901,22.9,88,0,1.03,MX,1678105980
535,auki,-8.7676,160.7034,26.15,88,100,4.15,SB,1678106685
536,khani,41.9563,42.9566,7.76,87,100,3.08,GE,1678106853
537,port blair,11.6667,92.75,28.02,74,20,2.06,IN,1678106685
538,zemio,5.0314,25.1361,38.97,17,94,1.62,CF,1678106686
539,apucarana,-23.5508,-51.4608,22.07,80,19,2.08,BR,1678106389
540,yelizovo,53.1873,158.3805,-5.92,79,75,3.13,RU,1678106686
541,jitauna,-14.0189,-39.8889,29.21,57,97,1.3,BR,1678106687
542,murgab,37.4966,61.9714,28.93,12,0,2.06,TM,1678106855
543,santa ana,33.7456,-117.8678,11.42,88,100,1.54,US,1678106505
